role,case_id,candidate_count,ndcg_at_5,ndcg_at_10,top1_agreement,top3_overlap,recall_at_5,recall_at_10,top10_jaccard,predicted_top1_teacher_rank,predicted_top1_drive_id,teacher_top1_drive_id
mdt,REQ_000314,148,0.09924604818371367,0.3421103565931171,0,0.0,0.0,0.2,0.1111111111111111,29,DRV_000085,DRV_000177
mdt,REQ_000317,176,0.19505854865807967,0.23792513857487627,0,0.0,0.2,0.2,0.1111111111111111,5,DRV_000085,DRV_000030
mdt,REQ_000321,176,0.11622247303450178,0.13110739745063535,0,0.0,0.0,0.0,0.0,39,DRV_000177,DRV_000025
mdt,REQ_000322,176,0.19505854865807967,0.21700183001148238,0,0.0,0.0,0.1,0.05263157894736842,8,DRV_000085,DRV_000025
mdt,REQ_000323,176,0.4453862924445427,0.4733382339527994,0,0.0,0.4,0.4,0.25,52,DRV_000085,DRV_000177
mdt,REQ_000324,148,0.14947436908183673,0.14580160144343238,0,0.0,0.4,0.2,0.1111111111111111,35,DRV_000085,DRV_000082
mdt,REQ_000345,176,0.11622247303450178,0.34478046006620133,0,0.0,0.0,0.2,0.1111111111111111,11,DRV_000085,DRV_000025
mdt,REQ_000358,176,0.3527306999052355,0.3887906951331765,0,0.3333333333333333,0.2,0.3,0.17647058823529413,3,DRV_000085,DRV_000031
mdt,REQ_000364,148,0.1647233476650046,0.19148062205312,0,0.0,0.0,0.2,0.1111111111111111,23,DRV_000085,DRV_000082
mdt,REQ_000365,148,0.11622247303450178,0.10959152334760601,0,0.0,0.0,0.0,0.0,27,DRV_000085,DRV_000179
mdt,REQ_000379,176,0.08399706960054582,0.07066729775938961,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000025
mdt,REQ_000392,148,0.40247072567096026,0.410671401790658,0,0.3333333333333333,0.2,0.3,0.17647058823529413,2,DRV_000085,DRV_000031
mdt,REQ_000394,148,0.18067327990241377,0.435672374676324,0,0.0,0.0,0.6,0.42857142857142855,29,DRV_000085,DRV_000082
mdt,REQ_000404,176,0.11622247303450178,0.1934743831692706,0,0.0,0.0,0.2,0.1111111111111111,19,DRV_000169,DRV_000030
mdt,REQ_000409,176,0.3921487377170244,0.38281512733146816,0,0.3333333333333333,0.2,0.2,0.1111111111111111,2,DRV_000085,DRV_000031
mdt,REQ_000410,48,0.8080697485290568,0.8193554759678909,1,0.3333333333333333,0.6,0.8,0.6666666666666666,1,DRV_000085,DRV_000085
mdt,REQ_000412,176,0.3374817213220676,0.5212607372879512,0,0.3333333333333333,0.2,0.4,0.25,3,DRV_000085,DRV_000031
mdt,REQ_000432,176,0.11622247303450178,0.17159981964688195,0,0.0,0.0,0.1,0.05263157894736842,38,DRV_000177,DRV_000025
mdt,REQ_000433,176,0.4174795179859455,0.4849471225569853,0,0.0,0.2,0.4,0.25,7,DRV_000023,DRV_000030
mdt,REQ_000441,176,0.05639446266257706,0.08853002723439356,0,0.0,0.0,0.0,0.0,66,DRV_000082,DRV_000025
mdt,REQ_000450,148,0.11622247303450178,0.4842888699930527,0,0.0,0.0,0.5,0.3333333333333333,29,DRV_000085,DRV_000179
mdt,REQ_000455,148,0.3374817213220676,0.3049628096338724,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000085,DRV_000030
mdt,REQ_000457,176,0.10097349445133393,0.12603466552978598,0,0.0,0.0,0.0,0.0,41,DRV_000177,DRV_000025
mdt,REQ_000464,148,0.5912705671768341,0.6679705285038224,1,0.3333333333333333,0.2,0.3,0.17647058823529413,1,DRV_000030,DRV_000030
mdt,REQ_000465,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,46,DRV_000082,DRV_000031
mdt,REQ_000467,176,0.19505854865807967,0.21700183001148238,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_000468,148,0.7911859156786369,0.7089416218410622,1,0.3333333333333333,0.4,0.4,0.25,1,DRV_000085,DRV_000085
mdt,REQ_000472,48,0.13373709536627057,0.38023229359450383,0,0.0,0.4,0.6,0.42857142857142855,21,DRV_000085,DRV_000082
mdt,REQ_000474,148,0.19505854865807967,0.20594761019014998,0,0.0,0.2,0.1,0.05263157894736842,4,DRV_000085,DRV_000030
mdt,REQ_000481,148,0.6082469920276222,0.6872124091120444,1,0.3333333333333333,0.2,0.3,0.17647058823529413,1,DRV_000030,DRV_000030
mdt,REQ_000483,148,0.7822658350331836,0.7110232565932855,1,0.3333333333333333,0.4,0.4,0.25,1,DRV_000085,DRV_000085
mdt,REQ_000484,148,0.08399706960054582,0.1006980656739393,0,0.0,0.0,0.0,0.0,27,DRV_000087,DRV_000177
mdt,REQ_000486,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,53,DRV_000082,DRV_000031
mdt,REQ_000487,148,0.11622247303450178,0.37239776180251244,0,0.0,0.0,0.2,0.1111111111111111,29,DRV_000085,DRV_000179
mdt,REQ_000492,176,0.1467204302008375,0.19844308654417372,0,0.0,0.0,0.2,0.1111111111111111,50,DRV_000169,DRV_000025
mdt,REQ_000493,148,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,27,DRV_000085,DRV_000179
mdt,REQ_000497,176,0.11622247303450178,0.14021485680179116,0,0.0,0.0,0.0,0.0,42,DRV_000177,DRV_000025
mdt,REQ_000501,148,0.11622247303450178,0.3368236229947787,0,0.0,0.0,0.2,0.1111111111111111,34,DRV_000085,DRV_000175
mdt,REQ_000503,176,0.19505854865807967,0.27451878040067995,0,0.0,0.2,0.2,0.1111111111111111,4,DRV_000102,DRV_000025
mdt,REQ_000505,148,0.041846437733650516,0.2749201233711266,0,0.0,0.0,0.2,0.1111111111111111,85,DRV_000102,DRV_000030
mdt,REQ_000506,176,0.11622247303450178,0.10959152334760601,0,0.0,0.0,0.0,0.0,66,DRV_000082,DRV_000025
mdt,REQ_000513,176,0.36931139501137705,0.3636019178148981,0,0.3333333333333333,0.4,0.4,0.25,41,DRV_000085,DRV_000023
mdt,REQ_000521,176,0.1431241263182292,0.12999744535358493,0,0.0,0.0,0.1,0.05263157894736842,6,DRV_000085,DRV_000025
mdt,REQ_000530,148,0.0,0.0,0,0.0,0.0,0.0,0.0,111,DRV_000123,DRV_000030
mdt,REQ_000536,148,0.7025660495821039,0.6111213400965483,1,0.3333333333333333,0.4,0.2,0.1111111111111111,1,DRV_000085,DRV_000085
mdt,REQ_000537,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,28,DRV_000169,DRV_000025
mdt,REQ_000549,176,0.11622247303450178,0.3037231524234021,0,0.0,0.0,0.5,0.3333333333333333,60,DRV_000085,DRV_000074
mdt,REQ_000554,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,17,DRV_000085,DRV_000025
mdt,REQ_000565,176,0.11622247303450178,0.21057424249140697,0,0.0,0.0,0.1,0.05263157894736842,27,DRV_000023,DRV_000025
mdt,REQ_000569,176,0.19505854865807967,0.21700183001148238,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_000579,148,0.01697642485078812,0.38082659385534634,0,0.0,0.0,0.4,0.25,73,DRV_000165,DRV_000082
mdt,REQ_000589,148,0.051934422339850454,0.2598732020188999,0,0.0,0.0,0.3,0.17647058823529413,76,DRV_000165,DRV_000082
mdt,REQ_000602,148,0.5345443560220564,0.5217858324079354,0,0.0,0.4,0.5,0.3333333333333333,11,DRV_000082,DRV_000177
mdt,REQ_000610,148,0.11622247303450178,0.14109035268528847,0,0.0,0.0,0.0,0.0,17,DRV_000177,DRV_000030
mdt,REQ_000616,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,40,DRV_000177,DRV_000025
mdt,REQ_000620,176,0.08399706960054582,0.13386072513793645,0,0.0,0.0,0.1,0.05263157894736842,28,DRV_000177,DRV_000025
mdt,REQ_000622,148,0.3374817213220676,0.34406907261757647,0,0.3333333333333333,0.2,0.3,0.17647058823529413,3,DRV_000085,DRV_000030
mdt,REQ_000636,176,0.383696663767043,0.4332212912450404,0,0.3333333333333333,0.2,0.4,0.25,6,DRV_000106,DRV_000025
mdt,REQ_000646,148,0.40247072567096026,0.3819129265960592,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000657,176,0.07164344124574493,0.09165599868506631,0,0.0,0.0,0.0,0.0,66,DRV_000082,DRV_000025
mdt,REQ_000669,148,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,22,DRV_000076,DRV_000179
mdt,REQ_000685,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,41,DRV_000177,DRV_000025
mdt,REQ_000692,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,40,DRV_000177,DRV_000025
mdt,REQ_000693,176,0.11622247303450178,0.1396222912621557,0,0.0,0.0,0.0,0.0,44,DRV_000177,DRV_000025
mdt,REQ_000709,148,0.3810982417498913,0.4136138963531533,0,0.0,0.4,0.4,0.25,64,DRV_000165,DRV_000177
mdt,REQ_000710,148,0.051934422339850454,0.16746720892424696,0,0.0,0.0,0.1,0.05263157894736842,97,DRV_000165,DRV_000031
mdt,REQ_000716,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,31,DRV_000169,DRV_000025
mdt,REQ_000726,148,0.4453862924445427,0.3942755872730303,0,0.0,0.4,0.2,0.1111111111111111,35,DRV_000085,DRV_000177
mdt,REQ_000763,176,0.07164344124574493,0.09165599868506631,0,0.0,0.0,0.0,0.0,66,DRV_000082,DRV_000025
mdt,REQ_000770,48,0.8620368676587387,0.9066049922063985,1,0.6666666666666666,0.6,0.8,0.6666666666666666,1,DRV_000085,DRV_000085
mdt,REQ_000771,148,0.3527306999052355,0.349652467867471,0,0.3333333333333333,0.2,0.1,0.05263157894736842,2,DRV_000085,DRV_000031
mdt,REQ_000774,176,0.09651345412860732,0.11365057183513944,0,0.0,0.0,0.0,0.0,41,DRV_000177,DRV_000025
mdt,REQ_000776,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,19,DRV_000085,DRV_000025
mdt,REQ_000789,148,0.11622247303450178,0.41629046803555037,0,0.0,0.0,0.3,0.17647058823529413,29,DRV_000085,DRV_000179
mdt,REQ_000793,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,46,DRV_000082,DRV_000031
mdt,REQ_000799,176,0.05639446266257706,0.08853002723439356,0,0.0,0.0,0.0,0.0,65,DRV_000082,DRV_000030
mdt,REQ_000806,176,0.08399706960054582,0.1039959495071106,0,0.0,0.0,0.0,0.0,68,DRV_000082,DRV_000025
mdt,REQ_000815,176,0.1297440053500494,0.15023948922230299,0,0.0,0.2,0.1,0.05263157894736842,37,DRV_000177,DRV_000030
mdt,REQ_000817,176,0.11622247303450178,0.12916063698045874,0,0.0,0.0,0.0,0.0,12,DRV_000085,DRV_000026
mdt,REQ_000820,176,0.11622247303450178,0.12916063698045874,0,0.0,0.0,0.0,0.0,40,DRV_000177,DRV_000025
mdt,REQ_000844,176,0.24479857442380443,0.46114151979146795,0,0.0,0.2,0.4,0.25,5,DRV_000085,DRV_000030
mdt,REQ_000848,176,0.4174795179859455,0.5377726741440041,0,0.0,0.2,0.4,0.25,8,DRV_000085,DRV_000030
mdt,REQ_000851,148,0.06428805069465134,0.16827424087791507,0,0.0,0.0,0.1,0.05263157894736842,13,DRV_000177,DRV_000030
mdt,REQ_000855,176,0.11622247303450178,0.14069355584883494,0,0.0,0.0,0.0,0.0,45,DRV_000106,DRV_000025
mdt,REQ_000863,176,0.1798095700749118,0.4414784983836853,0,0.0,0.2,0.4,0.25,4,DRV_000085,DRV_000026
mdt,REQ_000866,148,0.248466125480888,0.23007339210474886,0,0.3333333333333333,0.4,0.2,0.1111111111111111,74,DRV_000102,DRV_000030
mdt,REQ_000878,148,0.04011899146603025,0.0670810282201253,0,0.0,0.0,0.0,0.0,113,DRV_000112,DRV_000082
mdt,REQ_000886,148,0.11622247303450178,0.14021485680179116,0,0.0,0.0,0.0,0.0,34,DRV_000085,DRV_000177
mdt,REQ_000891,176,0.06428805069465134,0.15057519916665435,0,0.0,0.0,0.2,0.1111111111111111,28,DRV_000177,DRV_000025
mdt,REQ_000906,176,0.19505854865807967,0.21700183001148238,0,0.0,0.0,0.1,0.05263157894736842,9,DRV_000085,DRV_000025
mdt,REQ_000915,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,41,DRV_000177,DRV_000025
mdt,REQ_000917,148,0.40247072567096026,0.3686320875282348,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000921,176,0.40247072567096026,0.3914990849942588,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000031
mdt,REQ_000936,176,0.18067327990241377,0.43043261511861286,0,0.0,0.0,0.5,0.3333333333333333,11,DRV_000082,DRV_000177
mdt,REQ_000949,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,14,DRV_000085,DRV_000025
mdt,REQ_000956,148,0.1831230246501682,0.2156710561642673,0,0.0,0.2,0.2,0.1111111111111111,15,DRV_000177,DRV_000030
mdt,REQ_000957,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,66,DRV_000085,DRV_000023
mdt,REQ_000959,148,0.30815166811647854,0.4250633615114905,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_000962,176,0.11622247303450178,0.38048686703318124,0,0.0,0.0,0.3,0.17647058823529413,11,DRV_000085,DRV_000025
mdt,REQ_000997,148,0.11622247303450178,0.45098911095978667,0,0.0,0.0,0.4,0.25,29,DRV_000085,DRV_000179
mdt,REQ_001005,176,0.06155545663954499,0.0824103517840919,0,0.0,0.0,0.0,0.0,79,DRV_000082,DRV_000025
mdt,REQ_001022,176,0.19505854865807967,0.27451878040067995,0,0.0,0.0,0.2,0.1111111111111111,9,DRV_000085,DRV_000025
mdt,REQ_001026,148,0.24026834331556896,0.22277974617584256,0,0.3333333333333333,0.4,0.2,0.1111111111111111,74,DRV_000102,DRV_000030
mdt,REQ_001033,148,0.5455022599888213,0.4689176635330901,0,0.3333333333333333,0.6,0.3,0.17647058823529413,4,DRV_000085,DRV_000030
mdt,REQ_001038,148,0.3374817213220676,0.491582477457114,0,0.3333333333333333,0.2,0.2,0.1111111111111111,2,DRV_000085,DRV_000031
mdt,REQ_001041,148,0.8172950796967213,0.7835253431658701,1,0.6666666666666666,0.4,0.4,0.25,1,DRV_000177,DRV_000177
mdt,REQ_001054,148,0.5662164000695855,0.5077466160581342,0,0.3333333333333333,0.4,0.3,0.17647058823529413,2,DRV_000085,DRV_000031
mdt,REQ_001059,176,0.08399706960054582,0.2987454735255945,0,0.0,0.0,0.2,0.1111111111111111,11,DRV_000085,DRV_000025
mdt,REQ_001067,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,53,DRV_000082,DRV_000031
mdt,REQ_001076,148,0.24857897930556624,0.5031834855868133,0,0.0,0.2,0.5,0.3333333333333333,27,DRV_000085,DRV_000179
mdt,REQ_001079,48,0.8118298915865086,0.7595212508542262,0,1.0,0.6,0.5,0.3333333333333333,2,DRV_000085,DRV_000087
mdt,REQ_001080,176,0.11622247303450178,0.15067651108348806,0,0.0,0.0,0.0,0.0,12,DRV_000085,DRV_000025
mdt,REQ_001088,148,0.8817458865646332,0.8584376714960373,1,0.6666666666666666,0.4,0.7,0.5384615384615384,1,DRV_000177,DRV_000177
mdt,REQ_001093,176,0.07164344124574493,0.0931240601081991,0,0.0,0.0,0.0,0.0,65,DRV_000082,DRV_000030
mdt,REQ_001121,148,0.6741506383289492,0.6553375574674076,0,0.6666666666666666,0.6,0.5,0.3333333333333333,27,DRV_000085,DRV_000177
mdt,REQ_001129,176,0.07164344124574493,0.09030487532207158,0,0.0,0.0,0.0,0.0,66,DRV_000082,DRV_000025
mdt,REQ_001132,148,0.11622247303450178,0.10959152334760601,0,0.0,0.0,0.0,0.0,22,DRV_000087,DRV_000179
mdt,REQ_001136,148,0.32970817319885176,0.3915739692795845,0,0.0,0.2,0.2,0.1111111111111111,27,DRV_000085,DRV_000177
mdt,REQ_001140,148,0.08399706960054582,0.0913076759789216,0,0.0,0.0,0.0,0.0,35,DRV_000085,DRV_000082
mdt,REQ_001141,176,0.2255565058244154,0.33350254216695946,0,0.0,0.0,0.4,0.25,8,DRV_000085,DRV_000025
mdt,REQ_001144,176,0.9211639243764221,0.8370685118726043,1,0.6666666666666666,0.6,0.6,0.42857142857142855,1,DRV_000102,DRV_000102
mdt,REQ_001145,148,0.051934422339850454,0.10688620505407016,0,0.0,0.0,0.1,0.05263157894736842,78,DRV_000165,DRV_000082
mdt,REQ_001147,48,0.10730239238904857,0.14162202380378877,0,0.0,0.0,0.2,0.1111111111111111,23,DRV_000085,DRV_000059
mdt,REQ_001152,148,0.07164344124574493,0.09030487532207158,0,0.0,0.0,0.0,0.0,31,DRV_000023,DRV_000177
mdt,REQ_001166,148,0.11622247303450178,0.14109035268528847,0,0.0,0.0,0.0,0.0,32,DRV_000082,DRV_000030
mdt,REQ_001175,148,0.15017532273607806,0.46376822231824655,0,0.0,0.0,0.5,0.3333333333333333,29,DRV_000085,DRV_000177
mdt,REQ_001182,148,0.11622247303450178,0.4842888699930527,0,0.0,0.0,0.5,0.3333333333333333,29,DRV_000085,DRV_000179
mdt,REQ_001183,148,0.0366854437566826,0.051504087986044875,0,0.0,0.0,0.0,0.0,89,DRV_000165,DRV_000082
mdt,REQ_001187,148,0.08399706960054582,0.13171819596457796,0,0.0,0.0,0.1,0.05263157894736842,26,DRV_000085,DRV_000179
ost,REQ_000006,78,1.0,0.9808276832036008,1,1.0,1.0,0.9,0.8181818181818182,1,DRV_000205,DRV_000205
ost,REQ_000008,41,0.8836158005685877,0.8629469655294681,0,1.0,0.8,0.8,0.6666666666666666,2,DRV_000203,DRV_000205
ost,REQ_000013,48,0.9211639243764221,0.9141703797081588,1,0.6666666666666666,0.8,0.7,0.5384615384615384,1,DRV_000203,DRV_000203
ost,REQ_000015,120,0.830816612012269,0.8030542317739913,1,0.6666666666666666,0.6,0.6,0.42857142857142855,1,DRV_000092,DRV_000092
ost,REQ_000016,75,0.7150132731010066,0.741066439352849,0,0.6666666666666666,0.8,0.8,0.6666666666666666,24,DRV_000092,DRV_000205
ost,REQ_000020,53,0.8700219913022148,0.8278848473733147,1,0.6666666666666666,0.6,0.6,0.42857142857142855,1,DRV_000203,DRV_000203
ost,REQ_000031,91,0.7625568161272891,0.7810651408260351,1,0.3333333333333333,0.4,0.8,0.6666666666666666,1,DRV_000092,DRV_000092
ost,REQ_000033,203,0.8657756392776812,0.8671102350339148,0,0.6666666666666666,1.0,0.9,0.8181818181818182,2,DRV_000205,DRV_000203
ost,REQ_000034,235,0.0,0.009586158398199596,0,0.0,0.0,0.0,0.0,220,DRV_000085,DRV_000092
ost,REQ_000040,53,0.8047797249450098,0.7520727827486966,0,0.6666666666666666,0.6,0.6,0.42857142857142855,3,DRV_000205,DRV_000203
ost,REQ_000045,89,0.679558711393783,0.6666894150534275,0,0.3333333333333333,0.6,0.6,0.42857142857142855,3,DRV_000209,DRV_000203
ost,REQ_000051,112,0.6082469920276222,0.6103614338316424,1,0.3333333333333333,0.2,0.3,0.17647058823529413,1,DRV_000092,DRV_000092
ost,REQ_000054,105,1.0,0.9808276832036008,1,1.0,1.0,0.9,0.8181818181818182,1,DRV_000203,DRV_000203
ost,REQ_000059,29,1.0,1.0,1,1.0,1.0,1.0,1.0,1,DRV_000203,DRV_000203
ost,REQ_000062,73,0.9695020428336644,0.9522334245393144,1,1.0,0.6,0.8,0.6666666666666666,1,DRV_000203,DRV_000203
ost,REQ_000064,55,0.6541577403393529,0.7274193115934939,0,0.6666666666666666,0.6,0.8,0.6666666666666666,7,DRV_000193,DRV_000203
ost,REQ_000074,73,1.0,0.9599043746402068,1,1.0,0.8,0.8,0.6666666666666666,1,DRV_000203,DRV_000203
ost,REQ_000076,59,0.9890696237795747,0.9908042012100629,1,0.6666666666666666,1.0,1.0,1.0,1,DRV_000137,DRV_000137
ost,REQ_000081,77,0.966047150298424,0.9522629231345721,1,1.0,0.8,0.8,0.6666666666666666,1,DRV_000205,DRV_000205
ost,REQ_000082,53,0.7150132731010066,0.7875239562587085,0,0.3333333333333333,0.8,0.9,0.8181818181818182,4,DRV_000203,DRV_000197
